Catalog_Number|Album_Detail_ID|Album_Format_ID|Label_Name|Album_Name|Artist_Name|Sell_Price|Buy_Price|In_Stock_Num|Style_ID|Date_Updated|Album_Status_ID|Company_ID|Release_Date|Notch_Column
69598|0|55|550 Music|100% Ginuwine (2 LP's)|GINUWINE|10.40|8.00|0|0||24|6978||
5030|0|55|75 Ark|Unleashed B-Boy Mayhem In A Universe Gone Mad (2 LP's)|UNSUNG HEROES|9.75|7.50|0|0||24|6978||
77507|0|55|880 Records|Wake Up Shoe Freestyles Volume 7 (2 LP's)|SWAY & KING TECH|11.70|9.00|0|0||24|6978||
396002|0|55|A&M|Mad Dogs & Englishmen (2 LP's)|JOE COCKER|28.60|22.00|0|0||24|6978||
30033|0|55|Adeline|American Idiot (2 LP's)|GREEN DAY|31.20|24.00|0|0||24|6978||
156|0|55|Afterhours|Ralphi Rosario / Spero / Matt Warren / Pound Boys (2 LP's)|SESSIONS VOL. 3 |10.40|8.00|0|0||24|6978||
63336|0|55|American|American IV: The Man Comes Around (2 LP's)|JOHNNY CASH  |15.60|12.00|0|0||24|6978||
86741|0|55|Anti|From A Basement On The Hill (2 LP's)|ELLIOTT SMITH|16.90|13.00|0|0||24|6978||
86943|0|55|Anti|Dig, Lazarus, Dig !!! (2 LP's / 7")|NICK CAVE & THE BAD SEEDS|26.00|20.00|0|0||24|6978||
2001|0|55|Antra|Tha Streetz Iz A Mutha (2 LP's)|KURUPT|6.50|5.00|0|0||24|6978||
4370|0|55|Arista|It's Your World (2 LP's)|GIL SCOTT-HERON|15.60|12.00|0|0||24|6978||
14643|0|55|Arista|Welcome II Nextasy (2 LP's)|NEXT|9.10|7.00|0|0||24|6978||
14667|0|55|Arista|Face2face (2 LP's)|BABYFACE|10.40|8.00|0|0||24|6978||
50133|0|55|Arista|Speakerboxxx / The Love Below|OUTKAST (2 LP's)|34.13|26.25|0|0||24|6978||
994|0|55|Asphodel|Square Root Of Negataive One|WE|10.40|8.00|0|0||24|6978||
83808|0|55|Asylum|The Peoples Champ (2 LP's)|PAUL WALL|7.80|6.00|0|0||24|6978||N
3001|0|55|Atlantic|Mingus At Antibes (2 LP's)|CHARLES MINGUS|15.60|12.00|0|0||24|6978||
74824|0|55|Atlantic|Shine On (2 LP's)|JET|9.75|7.50|0|0||24|6978||N
83031|0|55|Atlantic|The Wait Is Over (Woof Woof)|69 BOYZ|5.20|4.00|0|0||24|6978||
92783|0|55|Atlantic|The World Of Cease A Leo (2 LP's)|LIL' CEASE (Lil' Kim / Redman)|7.15|5.50|0|0||24|6978||
92840|0|55|Atlantic|Notorious Kim (2 LP's)|LIL' KIM|11.70|9.00|0|0||24|6978||
201468|0|55|Atlantic|VS T.I.P. (Nelly / Wyclef)|T.I. (Busta Rhymes / Eminem / Jay-Z)|7.80|6.00|0|0||24|6978||N
300143|0|55|Atlantic|Dance With Me (6 Mixes on 2 Records - Promo)|DEBELAH MORGAN|5.20|4.00|0|0||24|6978||
2-907|0|55|Atlantic|Bright Moments (2 LP's)|ROLAND KIRK|15.60|12.00|0|0||24|6978||
54|0|55|ATO|How We Operate (2 LP's)|GOMEZ|27.30|21.00|0|0||24|6978||
9|0|55|Babygrande|Mic Club (2 LP's)|CANIBUS|13.00|10.00|0|0||24|6978||
82411|0|55|Back Porch|Real Animal (2 LP's - Bonus Tracks)|ALEJANDRO ESCOVEDO|19.83|15.25|0|0||24|6978||
9991|0|55|Bad Boy|Greatest Hits (2 LP's)|NOTORIOUS B.I.G.|14.95|11.50|0|0||24|6978||
73012|0|55|Bad Boy|No Way Out (2 LP's)|PUFF DADDY|11.70|9.00|0|0||24|6978||
83885|0|55|Bad Boy|Duets: The Final Chapter (2 LP's)|NOTORIOUS B.I.G.|11.05|8.50|0|0||24|6978||N
801901|0|55|Beggars Banquet|Fab Four Suture (2 - 10" Records)|STEREOLAB|20.80|16.00|0|0||24|6978||
1|0|55|BMG|Mad Scientist / Stickmen / JFK Project (2 LP's)|LEAF / : ACID|5.20|4.00|0|0||24|6978||
73117|0|55|BMG|First Impressions Of Earth (2 LP's)|STROKES|17.23|13.25|0|0||24|6978||
105800|0|55|Brushfire|Sleep Through The Static (2 LP's)|JACK JOHNSON|13.65|10.50|0|0||24|6978||
1240|0|55|Calla|The Birth Of A Legend (2 LP's)|BOB MARLEY & THE WAILERS|13.00|10.00|0|0||24|6978||
181|0|55|Candlelight|Hellfire (2 LP's) Ltd Edition|1349|16.58|12.75|0|0||24|6978||
8098|0|55|Capitol|From Itlay With Love (2 LP's)|FROM ITALY WITH LOVE|2.60|2.00|0|0||24|6978||
11025|0|55|Capitol|Soul Zodiac (2 LP's)|CANNONBALL ADDERLEY|18.20|14.00|0|0||24|6978||
11120|0|55|Capitol|Soul Of The Bible (2 LP's)|CANNONBALL ADDERLEY|15.60|12.00|0|0||24|6978||
12156|0|55|Capitol|Live In New Orleans (2 LP's)|MAZE Featuring Frankie Beverly|7.80|6.00|0|0||24|6978||
44667|0|55|Capitol|Solid Gold Hits (2 LP's)|BEASTIE BOYS|28.28|21.75|0|0||24|6978||
81827|0|55|Capitol|Jackpot (2 LP's)|CHINGY|7.80|6.00|0|0||24|6978||
125528|0|55|Chocodog|Chocolate And Cheese (2 LP's)|WEEN|41.60|32.00|0|0||24|6978||
99970|0|55|CNR|Decade (2 LP's)|STICKY FINGAZ (Onyx)|5.20|4.00|0|0||24|6978||
30450|0|55|Columbia|Empty Bed Blues (2 LP's)|BESSIE SMITH|11.70|9.00|0|0||24|6978||
30619|0|55|Columbia|The Real Thing (2 LP's)|TAJ MAHAL|11.70|9.00|0|0||24|6978||
34976|0|55|Columbia|V.S.O.P.-The Quintet (2 LP's)|HERBIE HANCOCK|7.80|6.00|0|0||24|6978||
40407|0|55|Columbia|Bitches Brew (2 LP's)|MILES DAVIS |29.25|22.50|0|0||24|6978||
54743|0|55|Columbia|The Streetsweeper Vol. 1 (2 Records)|DJ KAYSLAY|10.40|8.00|0|0||24|6978||
63731|0|55|Columbia|Hustlin' Pays|MR NITRO|7.80|6.00|0|0||24|6978||
68296|0|55|Columbia|For All Seasons|NATURE|6.50|5.00|0|0||24|6978||
69726|0|55|Columbia|Marc Anthony ( I Need To Know) 2 Records|MARC ANTHONY|5.85|4.50|0|0||24|6978||
69934|0|55|Columbia|Method Man & Redman / 50 Cent (2 LP's)|IN TOO DEEP - Soundtrack|9.10|7.00|0|0||24|6978||
69985|0|55|Columbia|Willennium (2 Records)|WILL SMITH|5.85|4.50|0|0||24|6978||
86189|0|55|Columbia|Born To Reign (2 LP's)|WILL SMITH|10.40|8.00|0|0||24|6978||
87606|0|55|Columbia|Modern Times (2 LP's)|BOB DYLAN|18.85|14.50|0|0||24|6978||
494939|0|55|Columbia|Willennium|WILL SMITH|7.80|6.00|0|0||24|6978||
23105|0|55|Creed|5th National Convention Of Gospel Evangelists (2 LP"s)|REV. JOSEPH D. LINTON Presents|1.30|1.00|0|0||24|6978||
8008|0|55|Curtom|Live (2 LP's)|CURTIS MAYFIELD|15.60|12.00|0|0||24|6978||
6003|0|55|Decca|Greatest Hits (2 LP's)|MORRISSEY|16.90|13.00|0|0||24|6978||
37973|0|55|Def Jam|Foxy Brown / Dru Hill / DMX / Redman / 2Pac / Master P (2 LP's)|HOW TO BE A PLAYER - Soundtrack|5.20|4.00|0|0||24|6978||
111380|0|55|Def Jam|Rising Down (2 LP's)|ROOTS|14.30|11.00|0|0||24|6978||
536281|0|55|Def Jam|Ghetto Cyrano|CHRISTION|3.90|3.00|0|0||24|6978||
542259|0|55|Def Jam|Irv Gotti Presents (2 LP"s)|MURDERERS (Ja Rule)|7.80|6.00|0|0||24|6978||
586437|0|55|Def Jam|Pain Is Love (2 LP's)|JA RULE|10.40|8.00|0|0||24|6978||
548836|0|55|Def Soul|Return Of The Dragon (2 LP's)|SISQO|7.80|6.00|0|0||24|6978||
25156|0|55|DGC|Freak-On-Ica (Psycho-Future) Blue Vinyl|GIRLS AGAINST BOYS (Park Avenue)|5.20|4.00|0|0||24|6978||
61951|0|55|Eastwest|Brandy / Tamia / Bone Thugs (2 LP's)|SET IT OFF - Soundtrack|9.10|7.00|0|0||24|6978||
62150|0|55|Eastwest|Featuring Swing My Way by K.P. And Envyi|RHYTHM & QUAD 166|2.60|2.00|0|0||24|6978||
60823|0|55|Elektra|Beast From The East (2 LP'S) |DOKKEN|1.30|1.00|0|0||24|6978||
61313|0|55|Elektra|Infinity Within|DEEE-LITE|5.20|4.00|0|0||24|6978||
67559|0|55|EMI|Adore (2 LP's)|SMASHING PUMPKINS|16.90|13.00|0|0||24|6978||
77716|0|55|EMI|Best Of: The Strenghth Of Street Knowledge|N.W.A. (2 LP's)|26.00|20.00|0|0||24|6978||
80941|0|55|EMI|Heart (2 - 10"s)|SLEEPY JACKSON|5.20|4.00|0|0||24|6978||
5231301|0|55|EMI|Eternal (2 Records)|ETERNAL|7.80|6.00|0|0||24|6978||
73337|0|55|Enigma|Chance Encounters In The Garden Of Lights (2 LP's)|BILL NELSON (Be Bop Deluxe)|5.20|4.00|0|0||24|6978||
7507|0|55|Enterprise|Truck Turner (2 LP's)|ISAAC HAYES|13.00|10.00|0|0||24|6978||
15048|0|55|Epic|Love Crimes (2 LP's)|RUFF ENDZ|10.40|8.00|0|0||24|6978||
23344|0|55|Epic|Thriller - 25th Anniversary (2 LP's)|MICHAEL JACKSON|28.60|22.00|0|0||24|6978||
31457|0|55|Epic|Spirit / Clear (2 LP's)|SPIRIT|11.70|9.00|0|0||24|6978||
35069|0|55|Epic|Double Live Gonzo (2 LP's)|TED NUGENT|9.75|7.50|0|0||24|6978||
66192|0|55|Epic|Original Soundtrack|BRAZEN (Limited Edition Double Vinyl)|0.65|0.50|0|0||24|6978||
66661|0|55|Epic|Gloria Estefan/David Morales/Miami Sound Machine/Johnny Vicious|SPECIALIST-THE REMIXES (2 LP's)|0.65|0.50|0|0||24|6978||
68976|0|55|Epic|Confessions Of Fire (2 LP's)|CAM'RON|9.10|7.00|0|0||24|6978||
69622|0|55|Epic|Life|GINUWINE|5.85|4.50|0|0||24|6978||
69694|0|55|Epic|Dear Diary |CHA CHA|6.50|5.00|0|0||24|6978||
69821|0|55|Epic|The Yin And The Yang (2 LP's)|CAPPADONNA (Ghostface Killah/Jermaine Dupri)|6.50|5.00|0|0||24|6978||
69859|0|55|Epic|Crow's Nest (Bandits)|JIM CROW|5.20|4.00|0|0||24|6978||
69904|0|55|Epic|Korn/Limp Bizkit/Orgy/Rammstein|FAMILY VALUES TOUR|5.20|4.00|0|0||24|6978||
86474|0|55|Epitaph|Napalm Death / Wayne Kramer / NOFX / Snuff|BETTER READ THAN DEAD (2 LP's)|6.50|5.00|0|0||24|6978||
20|0|55|F Beat|Boat|BLAB HAPPY (1 LP 1 12" And Poster)|3.90|3.00|0|0||24|6978||
CCR2|0|55|Fantasy|Chronicle  - 20 Greatest Hits (2 LP's)|CREEDENCE CLEARWATER REVIVAL|13.00|10.00|0|0||24|6978||
46190|0|55|FFFR|Work 1989 - 2002 (2 LP's)|ORBITAL|10.40|8.00|0|0||24|6978||N
852088|0|55|Geffen|Loose (2 LP's)|NELLY FURTADO|13.65|10.50|0|0||24|6978||
5018|0|55|Get Hip|The Soulville Jaywalking Story (2 LP's)|SOULFUL SOUNDS FROM SOULVILLE|13.00|10.00|0|0||24|6978||
40721|0|55|Global Pacific|Steve Kindler / Paul Greaver / Penny Little|FRUITS OF OUR LABOR (2 LP's)|0.65|0.50|0|0||24|6978||N
24|0|55|Harmless|James Brown / Junior Walker / Syl Johnson (2 LP's)|HIP CITY - Tales From The Funky Side Of Town|13.00|10.00|0|0||24|6978||
4|0|55|Havin' It|All Great Various Underground Dance Classics|HAVIN' IT STATESIDE (2 LP's)|0.65|0.50|0|0||24|6978||
5|0|55|Havin' It|All Great Various Dance Classics|HAVIN' IT IN THE U.K. (2 LP's)|1.30|1.00|0|0||24|6978||N
1039|0|55|Inner City|Live At Montreaux (2 LP's)|SUN RA|10.40|8.00|0|0||24|6978||
3861|0|55|Interscope|Loyal To The Game (2 Records)|2PAC|13.65|10.50|0|0||24|6978||
46030|0|55|Interscope|Out Of Exile (2 LP's Collectors Edition Blue Vinyl)|AUDIOSLAVE|16.90|13.00|0|0||24|6978||
493393|0|55|Interscope|Sea Change (2 LP's)|BECK|16.90|13.00|0|0||24|6978||
861700|0|55|Interscope|Original Soundtrack|BARBERSHOP 2 Back In Business (2 LP's)|10.40|8.00|0|0||24|6978||
887896|0|55|Interscope|Curtin Call - The Hits (2 LP's)|EMINEM|14.30|11.00|0|0||24|6978||
501609|0|55|Irma|Lake Of Perseverance (2 LP's)|DOM UM ROMAO (Deodato)|11.70|9.00|0|0||24|6978||
10226|0|55|Island|Sawdust B-Sides & Rarities 2003 - 2007 (2 LP's)|KILLERS|16.90|13.00|0|0||24|6978||
111420|0|55|Island|Third (2 LP's)|PORTISHEAD|14.30|11.00|0|0||24|6978||
1766390|0|55|Island|Third (Limited Edition Box- 2 LP's, 12" P Shaped USB)|PORTISHEAD|62.08|47.75|0|0||24|6978||
55712|0|55|J Records|The Diary Of Alicia Keys (2 LP's)|ALICIA KEYS|19.50|15.00|0|0||24|6978||
67424|0|55|J Records|Unplugged (2 LP's)|ALICIA KEYS|17.23|13.25|0|0||24|6978||
41696|0|55|Jive|Let's Get Ready (2 LP's)|MYSTIKAL|13.00|10.00|0|0||24|6978||
41705|0|55|Jive|TP-2.Com (2 LP's)|R. KELLY|10.40|8.00|0|0||24|6978||
41823|0|55|Jive|Justified (2 LP's)|JUSTIN TIMBERLAKE|19.50|15.00|0|0||24|6978||
88062|0|55|Jive|Futuresex / Lovesounds (2 LP's)|JUSTIN TIMBERLAKE|14.30|11.00|0|0||24|6978||
25|0|55|Just Music|Delegation/Billy Preston/Gibson Bros/Osibisa|DANCE, POP AND SOUL|5.20|4.00|0|0||24|6978||
60455|0|55|Kill Rock Stars|New Moon (2 LP's)|ELLIOTT SMITH|19.83|15.25|0|0||24|6978||
75266|0|55|LaFace|Idlewild (2 LP's)|OUTKAST|16.25|12.50|0|0||24|6978||
30478|0|55|Legacy|Somewhere Back In Time Best Of 1980 - 1989 (2 LP's)|IRON MAIDEN|30.23|23.25|0|0||24|6978||
33566|0|55|Legacy|Gratitude (2 LP's)|EARTH, WIND & FIRE|26.00|20.00|0|0||24|6978||
36972|0|55|Legacy|Riddle Box (2 LP's)|INSANE CLOWN POSSE|29.25|22.50|0|0||24|6978||
111090|0|55|Lost Highway|Momofuku (2 LP's - Full Download Album)|ELVIS COSTELLO|16.90|13.00|0|0||24|6978||
170069|0|55|Lost Highway|Original Soundtrack (2 LP's)|O BROTHER, WHERE ART THOU?|13.65|10.50|0|0||24|6978||
9125|0|55|Loud|Classic Nuts Vol. 1 (2 LP's)|BEATNUTS|14.63|11.25|0|0||24|6978||
24559|0|55|Loud|The Album V2.0 (2 LP's - Promo)|VIOLATER|10.40|8.00|0|0||24|6978||
32554|0|55|Loud|Thug On Da Line (2 Records)|KRAYZIE BONE|10.40|8.00|0|0||24|6978||
32559|0|55|Loud|Thug On Da Line (2 Records - Promo)|KRAYZIE BONE|10.40|8.00|0|0||24|6978||
59272|0|55|Loud|Man VS Machine (2 Records)|XZIBIT|10.40|8.00|0|0||24|6978||
85790|0|55|Loud|The Album V2.0 (2 LP's)|VIOLATOR|10.40|8.00|0|0||24|6978||
5007|0|55|Maxi|Sagat / Daphne / Judy Albanese|MAXI CLASSICS VOLUME TWO|6.50|5.00|0|0||24|6978||
11258|0|55|MCA|The Show The After Party The Hotel|JODECI (2 LP's)|3.25|2.50|0|0||24|6978||
11815|0|55|MCA|Canibus / Don Blaq / Uneek (2 LP's)|FLIP SQUAD ALLSTAR DJS|9.10|7.00|0|0||24|6978||
11929|0|55|MCA|Mary (2 LP's)|MARY J. BLIGE|11.70|9.00|0|0||24|6978||
12000|0|55|MCA|Queen/Bob Seger/Tom Petty/Eagles (2 LP'S)|F.M.|0.65|0.50|0|0||24|6978||
513934|0|55|Mercury|Stunts, Blunts & Hip Hop (2 LP's)|DIAMOND D.|13.00|10.00|0|0||24|6978||
5310374|0|55|Mercury|Goodbye Yellow Brick Road (2 LP's)|ELTON JOHN|25.35|19.50|0|0||24|6978||
6643017|0|55|Mercury|Live 1969 (2 LP's)|VELVET UNDERGROUND|15.60|12.00|0|0||24|6978||
88474|0|55|Moonshine|Pass It On (Double Vinyl)|KEOKI|0.65|0.50|0|0||24|6978||
88478|0|55|Moonshine|Relax (Double Vinyl)|KEOKI|0.65|0.50|0|0||24|6978||
88482|0|55|Moonshine|Jealousy (The Single w/ Remixes - Dbl Vinyl)|KEOKI|0.65|0.50|0|0||24|6978||
88485|0|55|Moonshine|Boomerang (Double Vinyl)|CIRRUS|0.65|0.50|0|0||24|6978||
88488|0|55|Moonshine|Everybody's A Rockstar (Dbl Vinyl)|TALL PAUL|0.65|0.50|0|0||24|6978||
10800|0|55|Motown|New Amerykah (2 LP's)|ERYKAH BADU|13.65|10.50|0|0||24|6978||
14315|0|55|Motown|Bullet Proof Love #1|HENCHMEN (2 LP's)|5.20|4.00|0|0||24|6978||
530819|0|55|Motown|Evolution (2 LP's)|BOYZ II MEN|10.40|8.00|0|0||24|6978||
530895|0|55|Motown|Order In The Court (2 LP's)|QUEEN LATIFAH|9.10|7.00|0|0||24|6978||
20110|0|55|Motown |Through The Eyes Of A Don (2 LP's - Promo)|CAP. ONE|9.75|7.50|0|0||24|6978||
1|0|55|MRI|Forth (2 LP's / DVD / CD)|VERVE|43.55|33.50|0|0||24|6978||
63411|0|55|Murder Inc|Presents The Remixes (2 LP's)|IRV GOTTI (Ashanti / Ja Rule / Nas / 2Pac)|10.40|8.00|0|0||24|6978||
1001|0|55|Narada|Michael Jones - Solo Piano (2 LP's)|PIANOSCAPES (DMM)|1.30|1.00|0|0||24|6978||
5140|0|55|Nashboro|Rev. James Cleveland / Swanee Quintet / Consolers (2 LPs)|GOLDEN GOSPEL JUBILEE|3.90|3.00|0|0||24|6978||
5010|0|55|New West|Working Man's Café (2 LP's)|RAY DAVIES|29.25|22.50|0|0||24|6978||
79669|0|55|Nonsuch|Yankee Hotel Foxtrot (2 LP's - Bonus CD)|WILCO|26.00|20.00|0|0||24|6978||
103670|0|55|Nothing|Y34RZ3R0R3MIX3D (3 LP's)|NINE INCH NAILS|39.00|30.00|0|0||24|6978||
116970|0|55|Nothing|The Downward Spiral (2 LP's)|NINE INCH NAILS|28.60|22.00|0|0||24|6978||
34|0|55|Obsessive|Latin 1/4 (2 LP's)|PHIL CHEESEMAN PRESENTS|10.40|8.00|0|0||24|6978||
36|0|55|Obsessive|Abstract Funk Theory (2 LP's)|LO FIDELITY ALLSTARS (Jimmy Castor)|10.40|8.00|0|0||24|6978||
42|0|55|Obsessive|Sweet Thunder / One Way / Larry Graham / Curtis Mayfield|SOUL SPECTRUM 2 (Classics 2 LP's)|10.40|8.00|0|0||24|6978||
43|0|55|Obsessive|All Great Cover Versions (2 LP's)|COVERED|7.80|6.00|0|0||24|6978||
44|0|55|Obsessive|Edwin Starr / Gang Starr / James Brown / Kurtis Blow|WAXIN LYRICAL (Roots Of Rap 2 LP's)|10.40|8.00|0|0||24|6978||
45|0|55|Obsessive|Darklight (2 LP's)|DJ MAMPI SWIFT|7.80|6.00|0|0||24|6978||
47|0|55|Obsessive|Latin 1/4 Parte Dos (2 LP's)|PHIL CHEESEMAN PRESENTS|10.40|8.00|0|0||24|6978||
48|0|55|Obsessive|Excursions (2 LP's)|MODAJI|7.80|6.00|0|0||24|6978||
828334|0|55|Payday|Runaway Slave (2 LP's)|SHOWBIZ & AG|9.75|7.50|0|0||24|6978||
64181|0|55|Peppermint Jam|Selected Works (2 LP's)|FUSED|10.40|8.00|0|0||24|6978||
35024|0|55|Phila. Int'l|Collectors Items (2 LP's)|O'JAYS|11.70|9.00|0|0||24|6978||
1022|0|55|Polydor|Live At The Apollo (2 LP's)|JAMES BROWN|15.60|12.00|0|0||24|6978||
3003|0|55|Polydor|Revolution Of The Mind|JAMES BROWN|15.60|12.00|0|0||24|6978||
3004|0|55|Polydor|Get On The Good Foot|JAMES BROWN|15.60|12.00|0|0||24|6978||
3007|0|55|Polydor|The Payback (2 LP's)|JAMES BROWN|15.60|12.00|0|0||24|6978||
9001|0|55|Polydor|Hell|JAMES BROWN|15.60|12.00|0|0||24|6978||
9004|0|55|Polydor|Sex Machine (2 LP's)|JAMES BROWN|15.60|12.00|0|0||24|6978||
5310373|0|55|Polydor|Layla And Other Asst. Love Songs (2 LP's)|DEREK & THE DOMINOS|25.35|19.50|0|0||24|6978||
9035|0|55|Polygram|Credentials|RUFUS BLAQ|3.90|3.00|0|0||24|6978||
836346|0|55|Polygram|Show Of Hands (2 LP'S)|RUSH|9.10|7.00|0|0||24|6978||
23221|0|55|Priority|My World, My Way (2 LP's)|SILKK THE SHOCKER|13.00|10.00|0|0||24|6978||
40932|0|55|Priority|Greatest Hits (2 LP's)|N.W.A. (Eazy E / Ice Cube / Dr. Dre)|16.90|13.00|0|0||24|6978||
50003|0|55|Priority|Made Man (2 LP's)|SILKK THE SHOCKER|13.00|10.00|0|0||24|6978||
50010|0|55|Priority|Da Crime Family (2 LP's)|TRU (Snoop Dogg)|10.40|8.00|0|0||24|6978||
50106|0|55|Priority|Who U Wit? (2 LP's)|NO LIMIT ALL STARS|10.40|8.00|0|0||24|6978||
1|0|55|Psychic|All Great Various Artists (2 LP's)|ACID: LEAF 1/MAD SCIENTIST/MAZARATTI|1.95|1.50|0|0||24|6978||
9002|0|55|Qwest|Original Soundtrack (2 LP's - Promo)|STEEL - Ice Cube / KRS-One / Blackstreet|9.75|7.50|0|0||24|6978||
11280|0|55|Radioactive|F-Punk (2 LP's)|BIG AUDIO DYNAMITE|3.25|2.50|0|0||24|6978||
11295|0|55|Radioactive|Live/Peter Gabriel/Debby Harry/Black Grape (2 LP's)|VIRTUOSITY - ORIGINAL SOUNDTRACK (2 LP'S)|0.65|0.50|0|0||24|6978||
3|0|55|Rah Rah|Beat Junkies/Dilated Peoples/Kontaijuss/Tash/Defari/Akil|O.L.C.|7.80|6.00|0|0||24|6978||
11516|0|55|RCA|Echoes, Silence, Patience & Grace (2 LP's)|FOO FIGHTERS|17.88|13.75|0|0||24|6978||
67551|0|55|RCA|Raw Silk (2 LP's)|SYLK-E FYNE|9.75|7.50|0|0||24|6978||
49958|0|55|Record Collection|Snow Patrol / Killers / Falming Lips|SPIDERMAN 3 - Original Soundtrack (2 LP's Colored Vinyl)|5.20|4.00|0|0||24|6978||N
49938-4|0|55|Record Collection|Ltd Edition Numbered Picture Discs Set 4 of 4|SPIDERMAN 3 - Original Soundtrack (2 LP's)|11.05|8.50|0|0||24|6978||N
49939-2|0|55|Record Collection|Ltd Edition Numbered Picture Discs Set 2 of 4|SPIDERMAN 3 - Original Soundtrack (2 LP's)|11.05|8.50|0|0||24|6978||N
49939-3|0|55|Record Collection|Ltd Edition Numbered Picture Discs Set 3 of 4|SPIDERMAN 3 - Original Soundtrack (2 LP's)|11.05|8.50|0|0||24|6978||N
49958-1|0|55|Record Collection|Ltd Edition Numbered Picture Discs Set 1 of 4|SPIDERMAN 3 - Original Soundtrack (2 LP's)|11.05|8.50|0|0||24|6978||N
32670|0|55|Red Ink|Gossip In The Grain (2 LP's & CD)|RAY LaMONTAGNE|22.10|17.00|0|0||24|6978||
1535|0|55|Relativity|One Day It Will All Make Sense (2 LP's)|COMMON|7.80|6.00|0|0||24|6978||
1561|0|55|Relativity|Family Scriptures (2 LP's)|MO THUGS Featuring BONE|7.80|6.00|0|0||24|6978||
1622|0|55|Relativity|In The Line Of Fire|FATAL  |6.50|5.00|0|0||24|6978||
11561|0|55|Relativity|Mo Thugs (Thug Devotion)|MO THUGS FAMILY SCRIPTURES Featuring Bone|3.90|3.00|0|0||24|6978||
44298|0|55|Reprise|Hated On Mostly (2 LP's)|CRIME MOB|5.20|4.00|0|0||24|6978||N
44427|0|55|Reprise|The Black Parade (2 LP's)|MY CHEMICAL ROMANCE|22.10|17.00|0|0||24|6978||N
48568|0|55|Reprise|Bred 2 Die Born 2 Live (2 LP's)|LIL SCRAPPY (Three 6 Mafia / 50 Cent)|5.20|4.00|0|0||24|6978||N
49294|0|55|Reprise|10 Days Out - Blues From The Backroads (2 LP's)|KENNY WAYNE SHEPHERD |9.75|7.50|0|0||24|6978||N
286076|0|55|Reprise|Elect The Dead (2 LP's)|SERJ TANKIAN (System Of A Down)|26.00|20.00|0|0||24|6978||
23742|0|55|Rhino|Live Evil (2 LP's)|BLACK SABBATH|27.30|21.00|0|0||24|6978||
71494|0|55|Rhino|Treacherous: A History Of...(2 LP's)|NEVILLE BROTHERS  (Best Of)|10.40|8.00|0|0||24|6978||
18016|0|55|Road Runner|The Blackening (2 LP's)|MACHINE HEAD|26.00|20.00|0|0||24|6978||
18388|0|55|Road Runner|Vol 3 The Subliminal Verses (2 LP's)|SLIPKNOT|26.00|20.00|0|0||24|6978||
1528|0|55|Roc-A-Fella|The Black Album (2 LP's)|JAY-Z|13.65|10.50|0|0||24|6978||
10229|0|55|Roc-A-Fella|American Gangster (2 LP's)|JAY-Z|14.30|11.00|0|0||24|6978||
63936|0|55|Roc-A-Fella|A.M.I.L. (All Money Is Legal)|A.M.I.L. (All Money Is Legal)|6.50|5.00|0|0||24|6978||
548838|0|55|Roc-A-Fella|The Reason (2 LP's)|BEANIE SIGEL|9.10|7.00|0|0||24|6978||
4100|0|55|RSO|Aerosmith / Bee Gees / Frampton (2 LP's)|SGT. PEPPER'S LONELY HEARTS CLUB BAND|5.20|4.00|0|0||24|6978||N
68639|0|55|Ruffhouse|Poly Sci (2 LP's)|JOHN FORTE (Fugees)|1.95|1.50|0|0||24|6978||
103|0|55|Saddle Creek|Cassadaga (2 LP's)|BRIGHT EYES|19.83|15.25|0|0||24|6978||
9002|0|55|Scratch|Bangzilla (2 LP's)|MIX MASTER MIKE|6.50|5.00|0|0||24|6978||
9|0|55|Shinichi|Marscarter (2 Discs)|BERNARD LEON HOWARD III|10.40|8.00|0|0||24|6978||
1025|0|55|Silver Eagle|40th Annivesary Collection (2 LP's)|LIBERACE|1.95|1.50|0|0||24|6978||N
50|0|55|Simply|Hell Freezes Over (2 LP's)|EAGLES|23.40|18.00|0|0||24|6978||N
63|0|55|Simply|Blonde On Blonde (2 LP's)|BOB DYLAN|23.40|18.00|0|0||24|6978||N
107|0|55|Simply|Layla (2 LP's)|DEREK & THE DOMINOS|22.10|17.00|0|0||24|6978||
122|0|55|Simply|Safe As Milk (2 LP's)|CAPTAIN BEEFHEART|22.10|17.00|0|0||24|6978||
159|0|55|Simply|Goodbye Yellow Brick Road (2 LP's)|ELTON JOHN|20.80|16.00|0|0||24|6978||N
160036|0|55|Simply Vinyl|Present Missy Elliott / Jay-Z / Bubba Sparxxx|TIMBALAND AND MAGOO (2 LP's)|10.40|8.00|0|0||24|6978||
160040|0|55|Simply Vinyl|The Album (Aaliyah / DMX / Joe / Ginuwine) 2 LP's|ROMEO MUST DIE|10.40|8.00|0|0||24|6978||
160041|0|55|Simply Vinyl|The Album (DMX / Ja Rule / NAS / Trick Daddy) 2 LP's|EXIT WOUNDS|10.40|8.00|0|0||24|6978||
1255006|0|55|Simply Vinyl|Greatest Hits Volume 2 (2 LP's - Heavy Vinyl)|DEATH ROW |13.00|10.00|0|0||24|6978||
1255010|0|55|Simply Vinyl|Original Soundtrack (160 Gram Vinyl - 2 LP's)|GRIDLOCK'D (2Pac / Snoop Doggy Dogg)|7.80|6.00|0|0||24|6978||
1255011|0|55|Simply Vinyl|Original Soundtrack (2 LP's - 160 Gram Vinyl)|GANG RELATED|7.80|6.00|0|0||24|6978||
